这个好,#genre#
浙江卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.85:10504
湖南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.50:10294
湖南卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.50:10294
湖南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.50:10294
湖北卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.90:10534
湖北卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.90:10534
湖北卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.90:10534
重庆卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.75:11590
重庆卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.75:11590
重庆卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.75:11590
深圳卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.91:10540
深圳卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.91:10540
广西卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.34:10198
广西卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.34:10198
广西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.34:10198
江西卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.77:11602
江西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.77:11602
河北卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.106:11614
河北卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.106:11614
河南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.237:11530
河南卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.237:11530
河南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.99:10588
河南卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.99:10588
河南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.237:11530
河南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.99:10588
海南卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.107:11620
海南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.107:11620
海南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.107:11620
甘肃卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.44:10258
甘肃卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.44:10258
甘肃卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.44:10258
西藏卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.42:10246
西藏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.42:10246
贵州卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.109:11632
贵州卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.109:11632
辽宁卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.152:10930
辽宁卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.152:10930
辽宁卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.152:10930
陕西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.36:10210
陕西卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.36:10210
青海卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.39:10228
青海卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.39:10228
青海卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.39:10228
黑龙江卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.92:10546
黑龙江卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.92:10546
黑龙江卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.92:10546
三沙卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.225:11464
三沙卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.225:11464
东南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.226:11470
东方卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.86:10510
云南卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.76:11596
云南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.76:11596
兵团卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.98:10582
内蒙古卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.38:10222
内蒙古卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.38:10222
内蒙古卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.38:10222
北京卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.49:10288
北京卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.49:10288
北京卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.49:10288
厦门卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.96:10570
厦门卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.96:10570
厦门卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.96:10570
吉林卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.105:11608
吉林卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.105:11608
吉林卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.105:11608
四川卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.108:11626
四川卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.108:11626
四川卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.108:11626
天津卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.87:10516
天津卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.87:10516
天津卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.87:10516
宁夏卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.41:10240
宁夏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.41:10240
宁夏卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.41:10240
安徽卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.88:10522
安徽卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.88:10522
山东卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.89:10528
山东卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.89:10528
山东卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.89:10528
山西卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.37:10216
山西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.37:10216
山西卫视,http://yhms.aylzline.top:8899/rtp/225.1.2.37:10216

上海电信,#genre#
CCTV1,http://180.171.212.49:8654/rtp/233.18.204.52:5140
CCTV2,http://180.171.212.49:8654/rtp/233.18.204.68:5140
CCTV3,http://180.171.212.49:8654/rtp/233.18.204.69:5140
CCTV4,http://180.171.212.49:8654/rtp/233.18.204.70:5140
CCTV5,http://180.171.212.49:8654/rtp/233.18.204.71:5140
CCTV5+,http://180.171.212.49:8654/rtp/233.18.204.67:5140
CCTV6,http://180.171.212.49:8654/rtp/233.18.204.72:5140
CCTV7,http://180.171.212.49:8654/rtp/233.18.204.73:5140
CCTV8,http://180.171.212.49:8654/rtp/233.18.204.74:5140
CCTV9,http://180.171.212.49:8654/rtp/233.18.204.75:5140
CCTV10,http://180.171.212.49:8654/rtp/233.18.204.76:5140
CCTV11,http://180.171.212.49:8654/rtp/233.18.204.77:5140
CCTV12,http://180.171.212.49:8654/rtp/233.18.204.78:5140
CCTV13,http://180.171.212.49:8654/rtp/233.18.204.79:5140
CCTV14,http://180.171.212.49:8654/rtp/233.18.204.80:5140
CCTV15,http://180.171.212.49:8654/rtp/233.18.204.81:5140
CCTV16,http://180.171.212.49:8654/rtp/233.18.204.82:5140
CCTV17,http://180.171.212.49:8654/rtp/233.18.204.83:5140
重庆卫视,http://180.171.212.49:8654/rtp/233.18.204.100:5140
江苏卫视,http://180.171.212.49:8654/rtp/233.18.204.85:5140
浙江卫视,http://180.171.212.49:8654/rtp/233.18.204.84:5140
东方卫视,http://180.171.212.49:8654/rtp/233.18.204.51:5140
深圳卫视,http://180.171.212.49:8654/rtp/233.18.204.89:5140
北京卫视,http://180.171.212.49:8654/rtp/233.18.204.87:5140
山东卫视,http://180.171.212.49:8654/rtp/233.18.204.91:5140
天津卫视,http://180.171.212.49:8654/rtp/233.18.204.97:5140
贵州卫视,http://180.171.212.49:8654/rtp/233.18.204.101:5140
云南卫视,http://180.171.212.49:8654/rtp/233.18.204.106:5140
广西卫视,http://180.171.212.49:8654/rtp/233.18.204.107:5140
黑龙江卫视,http://180.171.212.49:8654/rtp/233.18.204.90:5140
安徽卫视,http://180.171.212.49:8654/rtp/233.18.204.93:5140
山西卫视,http://180.171.212.49:8654/rtp/233.18.204.211:5140
江西卫视,http://180.171.212.49:8654/rtp/233.18.204.95:5140
湖北卫视,http://180.171.212.49:8654/rtp/233.18.204.92:5140
旅游卫视,http://180.171.212.49:8654/rtp/233.18.204.102:5140
陕西卫视,http://180.171.212.49:8654/rtp/233.18.204.223:5140
东南卫视,http://180.171.212.49:8654/rtp/233.18.204.94:5140
吉林卫视,http://180.171.212.49:8654/rtp/233.18.204.108:5140
辽宁卫视,http://180.171.212.49:8654/rtp/233.18.204.96:5140
内蒙古卫视,http://180.171.212.49:8654/rtp/233.18.204.217:5140
湖南卫视,http://180.171.212.49:8654/rtp/233.18.204.86:5140
广东卫视,http://180.171.212.49:8654/rtp/233.18.204.88:5140
河南卫视,http://180.171.212.49:8654/rtp/233.18.204.105:5140
河北卫视,http://180.171.212.49:8654/rtp/233.18.204.103:5140
宁夏卫视,http://180.171.212.49:8654/rtp/233.18.204.230:5140
甘肃卫视,http://180.171.212.49:8654/rtp/233.18.204.110:5140
青海卫视,http://180.171.212.49:8654/rtp/233.18.204.112:5140
新疆卫视,http://180.171.212.49:8654/rtp/233.18.204.220:5140
西藏卫视,http://180.171.212.49:8654/rtp/233.18.204.222:5140
兵团卫视,http://180.171.212.49:8654/rtp/233.18.204.221:514
三沙卫视,http://180.171.212.49:8654/rtp/233.18.204.172:5140
金鹰卡通,http://180.171.212.49:8654/rtp/233.18.204.113:5140


测试视频,#genre#
CCTV1,http://223.95.198.3:8000/hls/1/index.m3u8
CCTV2 ,http://223.95.198.3:8000/hls/2/index.m3u8
CCTV3 ,http://223.95.198.3:8000/hls/3/index.m3u8
CCTV4 ,http://223.95.198.3:8000/hls/4/index.m3u8
CCTV5 ,http://223.95.198.3:8000/hls/5/index.m3u8
CCTV6 ,http://223.95.198.3:8000/hls/6/index.m3u8
CCTV7 ,http://223.95.198.3:8000/hls/7/index.m3u8
CCTV8 ,http://223.95.198.3:8000/hls/8/index.m3u8
CCTV9 ,http://223.95.198.3:8000/hls/9/index.m3u8
CCTV10 ,http://223.95.198.3:8000/hls/10/index.m3u8
CCTV11 ,http://223.95.198.3:8000/hls/11/index.m3u8
CCTV12 ,http://223.95.198.3:8000/hls/12/index.m3u8
CCTV13 ,http://223.95.198.3:8000/hls/13/index.m3u8
CCTV14 ,http://223.95.198.3:8000/hls/14/index.m3u8
CCTV15 ,http://223.95.198.3:8000/hls/15/index.m3u8
CCTV16 ,http://223.95.198.3:8000/hls/16/index.m3u8
CCTV17 ,http://223.95.198.3:8000/hls/17/index.m3u8
北京卫视,http://223.95.198.3:8000/hls/21/index.m3u8
东方卫视,http://223.95.198.3:8000/hls/22/index.m3u8
深圳卫视,http://223.95.198.3:8000/hls/23/index.m3u8
浙江卫视,http://223.95.198.3:8000/hls/24/index.m3u8
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
天津卫视,http://223.95.198.3:8000/hls/26/index.m3u8
河北卫视,http://223.95.198.3:8000/hls/27/index.m3u8
江苏卫视,http://223.95.198.3:8000/hls/28/index.m3u8
山东卫视,http://223.95.198.3:8000/hls/29/index.m3u8
安徽卫视,http://223.95.198.3:8000/hls/30/index.m3u8
河南卫视,http://223.95.198.3:8000/hls/31/index.m3u8
湖北卫视,http://223.95.198.3:8000/hls/32/index.m3u8
黑龙江卫视,http://223.95.198.3:8000/hls/33/index.m3u8
辽宁卫视,http://223.95.198.3:8000/hls/34/index.m3u8
吉林卫视,http://223.95.198.3:8000/hls/35/index.m3u8
重庆卫视,http://223.95.198.3:8000/hls/36/index.m3u8
四川卫视,http://223.95.198.3:8000/hls/37/index.m3u8
广东卫视,http://223.95.198.3:8000/hls/38/index.m3u8
广西卫视,http://223.95.198.3:8000/hls/39/index.m3u8
江西卫视,http://223.95.198.3:8000/hls/40/index.m3u8
海南卫视,http://223.95.198.3:8000/hls/41/index.m3u8
甘肃卫视,http://223.95.198.3:8000/hls/42/index.m3u8
陕西卫视,http://223.95.198.3:8000/hls/43/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/44/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/45/index.m3u8
贵州卫视,http://223.95.198.3:8000/hls/46/index.m3u8
青海卫视,http://223.95.198.3:8000/hls/47/index.m3u8

北方广电,#genre#
CCTV1,http://113.241.133.223:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.241.133.223:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.241.133.223:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://117.85.146.223:4022/rtp/239.49.1.4:6000
CCTV5,http://113.241.133.223:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://113.241.133.223:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://113.241.133.223:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://113.241.133.223:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.241.133.223:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.241.133.223:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.241.133.223:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://113.241.133.223:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://113.241.133.223:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://117.85.146.223:4022/rtp/239.49.0.13:8096
CCTV14,http://113.241.133.223:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://113.241.133.223:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

湖南卫视,http://117.85.146.223:4022/rtp/239.49.0.54:8424
浙江卫视,http://113.241.133.223:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.241.133.223:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://113.241.133.223:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://113.241.133.223:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.241.133.223:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.241.133.223:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0


轮播,#genre#
楚汉骄雄,http://file.dokor.cn:35455/huya/29465854
封神榜,http://file.dokor.cn:35455/huya/29465849
天地争霸美猴王,http://file.dokor.cn:35455/huya/29465859
大唐双龙传,http://file.dokor.cn:35455/huya/29465850
刑事侦缉档案,http://file.dokor.cn:35455/huya/29465856
洗冤录,http://file.dokor.cn:35455/huya/29465851
陀枪师姐,http://file.dokor.cn:35455/huya/29465857
扫黄先锋,http://file.dokor.cn:35455/huya/29465855
妙手仁心,http://file.dokor.cn:35455/huya/29465853
野蛮亲家,http://file.dokor.cn:35455/huya/23863796
笑看风云,http://file.dokor.cn:35455/huya/29465858
韦小宝,http://file.dokor.cn:35455/huya/23650774
港版西游记,http://file.dokor.cn:35455/huya/29465860
雪山飞狐,http://file.dokor.cn:35455/huya/23734176
探案剧专区,http://file.dokor.cn:35455/huya/20969144
都市剧专区,http://file.dokor.cn:35455/huya/29982666
刑侦剧专区,http://file.dokor.cn:35455/huya/20969130
家庭剧专区,http://file.dokor.cn:35455/huya/11352872
经典剧专区,http://file.dokor.cn:35455/huya/11602081
怀旧剧专区,http://file.dokor.cn:35455/huya/30080241
僵尸剧专区,http://file.dokor.cn:35455/huya/23865148
抗战剧专区,http://file.dokor.cn:35455/huya/30080238
台湾剧专区,http://file.dokor.cn:35455/huya/11342436
韩国剧专区,http://file.dokor.cn:35455/huya/23863787
美国剧专区,http://file.dokor.cn:35455/huya/30080138
英国剧专区,http://file.dokor.cn:35455/huya/29982659
校园剧专区,http://file.dokor.cn:35455/huya/30080228
谍战剧专区,http://file.dokor.cn:35455/huya/30080225
古装剧专区,http://file.dokor.cn:35455/huya/24314158
乡村剧专区,http://file.dokor.cn:35455/huya/30080255
偶像剧专区,http://file.dokor.cn:35455/huya/11601964
爱情剧专区,http://file.dokor.cn:35455/huya/29982671
搞笑剧专区,http://file.dokor.cn:35455/huya/21059634
武侠剧专区,http://file.dokor.cn:35455/huya/20985816
穿越剧专区,http://file.dokor.cn:35455/huya/26355857
年代剧专区,http://file.dokor.cn:35455/huya/20969095
电影_星爷,http://file.dokor.cn:35455/huya/11342412
电影_英叔,http://file.dokor.cn:35455/huya/11342421
电影_发哥,http://file.dokor.cn:35455/huya/11342387
电影_成龙,http://file.dokor.cn:35455/huya/11342386
电影_王晶,http://file.dokor.cn:35455/huya/11602058
电影_沈腾,http://file.dokor.cn:35455/huya/11601968
电影_黄渤,http://file.dokor.cn:35455/huya/11352876
电影_强森,http://file.dokor.cn:35455/huya/21059581
电影_漫威,http://file.dokor.cn:35455/huya/11602034
电影_宇宙,http://file.dokor.cn:35455/huya/11342428
电影_怪兽,http://file.dokor.cn:35455/huya/21059577
电影_武侠,http://file.dokor.cn:35455/huya/11342427
电影_警匪,http://file.dokor.cn:35455/huya/11352886
电影_罪犯,http://file.dokor.cn:35455/huya/11352962
电影_枪战,http://file.dokor.cn:35455/huya/21059579
电影_海盗,http://file.dokor.cn:35455/huya/21059595
电影_赛车,http://file.dokor.cn:35455/huya/11279247
电影_推荐,http://file.dokor.cn:35455/huya/11602041
电影_救援,http://file.dokor.cn:35455/huya/21059594
电影_热血,http://file.dokor.cn:35455/huya/11352934
电影_盗墓,http://file.dokor.cn:35455/huya/21059552
电影_贺岁,http://file.dokor.cn:35455/huya/11601971
电影_玄幻,http://file.dokor.cn:35455/huya/11342414
电影_谍战,http://file.dokor.cn:35455/huya/21059585
电影_战争,http://file.dokor.cn:35455/huya/21059592
电影_喜剧,http://file.dokor.cn:35455/huya/11352877
电影_港片,http://file.dokor.cn:35455/huya/11602043
电影_国产,http://file.dokor.cn:35455/huya/11352973
电影_周星星,http://file.dokor.cn:35455/huya/11336587
电影_李连杰,http://file.dokor.cn:35455/huya/11342390
电影_洪金宝,http://file.dokor.cn:35455/huya/11279251
电影_梁家辉,http://file.dokor.cn:35455/huya/11342429
电影_许冠英,http://file.dokor.cn:35455/huya/11601972
电影_刘德华,http://file.dokor.cn:35455/huya/11342424

电影_星爷,https://www.goodiptv.club/huya/11342412
电影_英叔,https://www.goodiptv.club/huya/11342421
电影_发哥,https://www.goodiptv.club/huya/11342387
电影_成龙,https://www.goodiptv.club/huya/11342386
电影_王晶,https://www.goodiptv.club/huya/11602058
电影_沈腾,https://www.goodiptv.club/huya/11601968
电影_黄渤,https://www.goodiptv.club/huya/11352876
电影_强森,https://www.goodiptv.club/huya/21059581
电影_漫威,https://www.goodiptv.club/huya/11602034
电影_宇宙,https://www.goodiptv.club/huya/11342428
电影_怪兽,https://www.goodiptv.club/huya/21059577
电影_武侠,https://www.goodiptv.club/huya/11342427
电影_警匪,https://www.goodiptv.club/huya/11352886
电影_罪犯,https://www.goodiptv.club/huya/11352962
电影_枪战,https://www.goodiptv.club/huya/21059579
电影_海盗,https://www.goodiptv.club/huya/21059595
电影_赛车,https://www.goodiptv.club/huya/11279247
电影_推荐,https://www.goodiptv.club/huya/11602041
电影_救援,https://www.goodiptv.club/huya/21059594
电影_热血,https://www.goodiptv.club/huya/11352934
电影_盗墓,https://www.goodiptv.club/huya/21059552
电影_贺岁,https://www.goodiptv.club/huya/11601971
电影_玄幻,https://www.goodiptv.club/huya/11342414
电影_谍战,https://www.goodiptv.club/huya/21059585
电影_战争,https://www.goodiptv.club/huya/21059592
电影_喜剧,https://www.goodiptv.club/huya/11352877
电影_港片,https://www.goodiptv.club/huya/11602043
电影_国产,https://www.goodiptv.club/huya/11352973
电影_周星星,https://www.goodiptv.club/huya/11336587
电影_李连杰,https://www.goodiptv.club/huya/11342390
电影_洪金宝,https://www.goodiptv.club/huya/11279251
电影_梁家辉,https://www.goodiptv.club/huya/11342429
电影_许冠英,https://www.goodiptv.club/huya/11601972
电影_刘德华,https://www.goodiptv.club/huya/11342424

3D»»短片,#genre#
生物多样性,https://vd3.bdstatic.com/mda-ne6irx2irbjbbr6v/sc/cae_h264/1651932935194074079/mda-ne6irx2irbjbbr6v.mp4
电影,https://vd3.bdstatic.com/mda-kj0kfvyty9dk9nk0/v1-cae/sc/mda-kj0kfvyty9dk9nk0.mp4
木叶上忍的究极对决,https://vd4.bdstatic.com/mda-mahnrqxb6xvgzyte/sc/cae_h264_nowatermark/1610957664/mda-mahnrqxb6xvgzyte.mp4
千里江山图,https://vd4.bdstatic.com/mda-ncrggyx20mz0s134/sc/cae_h264_delogo/1648294922621791952/mda-ncrggyx20mz0s134.mp4
3D投影1,https://vd4.bdstatic.com/mda-ncuizu4wfrjswzxp/720p/h264_delogo/1648560283895563574/mda-ncuizu4wfrjswzxp.mp4
3D投影2,https://vd4.bdstatic.com/mda-ncuiyrw7qj9x5w3z/720p/h264_delogo/1648560203494563586/mda-ncuiyrw7qj9x5w3z.mp4
不同国家,https://vd2.bdstatic.com/mda-ncm7bqn1fvayqcac/sc/cae_h264_delogo/1647926240143319597/mda-ncm7bqn1fvayqcac.mp4
艺术科技感,https://vd3.bdstatic.com/mda-ncrw9pciw60jymyd/sc/cae_h264_delogo/1648329992682771558/mda-ncrw9pciw60jymyd.mp4
视觉艺术,https://vd2.bdstatic.com/mda-ncj8cwfhcr4zyrfd/sc/cae_h264_delogo/1647755833056552862/mda-ncj8cwfhcr4zyrfd.mp4
功夫之王,https://vdse.bdstatic.com//92bd4a8082ab3cb7e96e1d852bc0d5f4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-05-07T19%3A35%3A37Z%2F-1%2Fhost%2Fbac03dc21a0ea989035da20433039cdcc82efc3a5773df7c4dbcf4d6b6d62443
3D0,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4
3D1,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4
3d4,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
混剪3D,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4
头号玩家,https://vd2.bdstatic.com/mda-kknwdmibvdrfaavv/v1-cae/1080p/mda-kknwdmibvdrfaavv.mp4
变形金刚1,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
精美,https://vd4.bdstatic.com/mda-mjak88esahdcpmc5/1080p/cae_h264/1633962937397290860/mda-mjak88esahdcpmc5.mp4
变形金刚4K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
Bicycle,https://vd2.bdstatic.com/mda-mbirabhun6n01ucc/v1-cae/1080p/mda-mbirabhun6n01ucc.mp4
钢铁侠,https://vd4.bdstatic.com/mda-narbupksqbu5yyiy/sc/cae_h264_nowatermark_delogo/1643187081773112317/mda-narbupksqbu5yyiy.mp4
龙腾虎跃,https://vd2.bdstatic.com/mda-nb48vhn84vq41zf3/1080p/cae_h264_delogo/1644042257215201305/mda-nb48vhn84vq41zf3.mp4
终结者,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
AA,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4
Dreamcatcher,https://vd3.bdstatic.com/mda-mbiqgzsnfeyv74y6/v1-cae/1080p/mda-mbiqgzsnfeyv74y6.mp4
小丑,https://vd2.bdstatic.com/mda-jkbrts1znp07ryb8/sc/mda-jkbrts1znp07ryb8.mp4
X战警：黑凤凰,https://vd2.bdstatic.com/mda-jetjizur4bnmfux8/hd/mda-jetjizur4bnmfux8.mp4
长津湖,https://vd3.bdstatic.com/mda-mgq3kek3j2cr07w7/sc/cae_h264_nowatermark/1627180666806871183/mda-mgq3kek3j2cr07w7.mp4
司藤,https://vd4.bdstatic.com/mda-nae2xzfan0zk06f7/sc/cae_h264_delogo/1642265942028031063/mda-nae2xzfan0zk06f7.mp4
星球大战9,https://vd3.bdstatic.com/mda-ndfj480755j9juhe/cae_h264_delogo/1650116825326935651/mda-ndfj480755j9juhe.mp4
MV,https://vd4.bdstatic.com/mda-kmbika46ppvf7nzc/v1-cae/1080p/mda-kmbika46ppvf7nzc.mp4

春晚频道,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1987西游,https://txmov2.a.kwimgs.com/bs3/video-hls/5257389657904396113_hlsb.m3u8
春晚1988,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚1989,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1990,https://alimov2.a.kwimgs.com/upic/2023/01/24/09/BMjAyMzAxMjQwOTIyNDRfNzM5MzQzNzIyXzk0NDU2MTIzNDIyXzBfMw==_b_Bd54d02343cb1d4371a6bae7535ca2e8e.mp4
春晚1991,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
春晚1992,https://vip.lz-cdn11.com/20220608/8243_87dc62a4/index.m3u8
